wavelength,n,k
1213.4706,1.494344,0.000000964
1216.8923,1.494305,0.000000965
1220.3141,1.4942659,0.000000966
1223.736,1.4942267,0.000000967
1227.158,1.4941872,0.000000968
1230.58,1.4941478,0.000000969
1234.0022,1.4941081,0.000000971
1237.4244,1.4940684,0.000000972
1240.8468,1.4940286,0.000000973
1244.2693,1.4939886,0.000000974
1247.6918,1.4939486,0.000000974
1251.1145,1.4939085,0.000000975
1254.5374,1.4938684,0.000000976
1257.9602,1.493828,0.000000977
1261.3832,1.4937878,0.000000978
1264.8064,1.4937475,0.000000979
1268.2296,1.493707,0.00000098
1271.653,1.4936665,0.000000981
1275.0764,1.493626,0.000000981
1278.5,1.4935855,0.000000982
1281.9237,1.4935448,0.000000983
1285.3475,1.4935042,0.000000984
1288.7715,1.4934635,0.000000985
1292.1956,1.4934227,0.000000985
1295.6199,1.4933821,0.000000986
1299.0442,1.4933413,0.000000987
1302.4686,1.4933006,0.000000987
1305.8933,1.4932598,0.000000988
1309.3181,1.493219,0.000000989
1312.7429,1.4931782,0.000000989
1316.168,1.4931375,0.00000099
1319.5931,1.4930967,0.00000099
1323.0184,1.4930559,0.000000991
1326.444,1.4930153,0.000000992
1329.8695,1.4929745,0.000000992
1333.2953,1.4929338,0.000000993
1336.7212,1.4928931,0.000000993
1340.1472,1.4928524,0.000000994
1343.5735,1.4928118,0.000000994
1346.9999,1.4927711,0.000000995
1350.4264,1.4927306,0.000000995
1353.853,1.4926901,0.000000996
1357.2799,1.4926496,0.000000996
1360.7068,1.4926091,0.000000997
1364.134,1.4925687,0.000000997
1367.5613,1.4925283,0.000000997
1370.9889,1.492488,0.000000998
1374.4165,1.4924477,0.000000998
1377.8444,1.4924076,0.000000999
1381.2723,1.4923674,0.000000999
1384.7004,1.4923273,0.000000999
1388.1289,1.4922873,0.000001
1391.5574,1.4922473,0.000001
1394.9861,1.4922075,0.000001
1398.4149,1.4921677,0.000001
1401.844,1.492128,0.000001
1405.2732,1.4920883,0.000001
1408.7028,1.4920487,0.000001
1412.1323,1.4920093,0.000001
1415.5621,1.4919698,0.000001
1418.9921,1.4919305,0.000001
1422.4222,1.4918913,0.000001
1425.8527,1.491852,0.000001
1429.2832,1.491813,0.000001
1432.7141,1.491774,0.000001
1436.145,1.4917351,0.000001
1439.5762,1.4916962,0.000001
1443.0076,1.4916576,0.000001
1446.4391,1.491619,0.00000101
1449.8708,1.4915805,0.00000101
1453.3029,1.491542,0.00000101
1456.7351,1.4915037,0.00000101
1460.1675,1.4914654,0.00000101
1463.6001,1.4914273,0.00000101
1467.033,1.4913893,0.00000101
1470.466,1.4913514,0.00000101
1473.8992,1.4913136,0.00000101
1477.3328,1.4912759,0.00000101
1480.7664,1.4912384,0.00000101
1484.2003,1.4912008,0.00000101
1487.6345,1.4911634,0.00000101
1491.0688,1.4911262,0.00000101
1494.5034,1.491089,0.00000101
1497.9382,1.4910519,0.00000101
